0.212104	0.001251
0.212104	0.001176
0.213311	0.001044
0.215418	0.000863
0.218609	0.000881
0.219987	0.000849
0.221847	0.000815
0.222022	0.000720
0.224394	0.000662
0.227377	0.000759
0.228952	0.000902
0.231339	0.000975
0.234142	0.000826
0.235326	0.000788
0.238008	0.000683
0.242260	0.000745
0.244328	0.000972
0.246045	0.000954
0.248299	0.001108
0.250973	0.000889
0.253093	0.000973
0.255595	0.000998
0.258670	0.000738
0.261572	0.000831
0.266245	0.001030
0.269066	0.000833
0.274069	0.000735
0.277978	0.000902
0.280351	0.001014
0.284529	0.000873
0.287976	0.000833
0.292086	0.001084
0.300028	0.001038
0.301494	0.000951
0.306255	0.001010
0.310712	0.001007
0.314254	0.000982
0.320123	0.000891
0.323744	0.001075
0.327841	0.001169
0.331785	0.001118
0.333642	0.001028
0.339095	0.001044
0.342687	0.001200
0.346287	0.001245
0.349243	0.000858
0.355706	0.000774
0.360719	0.000906
0.379960	0.001214
0.385109	0.001080
0.388189	0.001119
0.395650	0.000849
0.401545	0.001113
0.414288	0.001078
0.423750	0.001042
0.433428	0.001214
0.441135	0.001056
0.450212	0.001383
0.456354	0.001117
0.460862	0.001002
0.468721	0.001105
0.471346	0.001229
0.480149	0.001026
0.488341	0.001215
0.494648	0.001120
0.508734	0.001154
0.513121	0.001246
0.524840	0.001131
0.538257	0.001365
0.551673	0.001086
0.565024	0.001308
0.584102	0.001215
0.592858	0.001522
0.603397	0.001159
0.629827	0.001133
0.640226	0.001502
0.649415	0.001189
0.654035	0.001569
0.665719	0.001255
0.672295	0.001356
0.678152	0.001623
0.688745	0.001142
0.697579	0.001221
0.707473	0.001345
0.718015	0.001252
0.733309	0.001518
0.745293	0.001396
0.750655	0.001622
0.765692	0.001257
0.784709	0.001715
0.801564	0.001287
0.815819	0.001155
0.832605	0.001204
0.837334	0.001294
0.843889	0.001541
0.872925	0.001401
0.882799	0.001902
0.901760	0.001554
0.910747	0.001727
0.923738	0.001291
0.940083	0.001500
0.954091	0.001417
0.972514	0.001859
0.980815	0.001743
1.016722	0.001313
1.041510	0.001988
1.067650	0.001863
1.096688	0.001582
1.113031	0.001929
1.132915	0.001453
1.149889	0.001893
1.179491	0.002116
1.192090	0.001469
1.211861	0.002303
1.230890	0.001808
1.259002	0.002121
1.285931	0.001794
1.311586	0.001515
1.333126	0.002045
1.375069	0.001789
1.404962	0.002362
1.433106	0.001803
1.448288	0.002222
1.475219	0.002092
1.498646	0.002244
1.542672	0.001834
1.595447	0.002960
1.634474	0.001937
1.691009	0.002709
1.724883	0.002035
1.751674	0.002612
1.784231	0.002033
1.819973	0.003018
1.836809	0.002478
1.892275	0.002978
1.924731	0.002348
1.956169	0.002927
2.010286	0.003031
2.040227	0.003231
2.056019	0.002636
2.106126	0.002381
2.151005	0.003045
2.169365	0.003753
2.217144	0.003194
2.263557	0.003895
2.290783	0.002874
2.337714	0.003570
2.366039	0.003043
2.399806	0.003468
2.439217	0.002753
2.502010	0.004290
2.566645	0.002990
2.610646	0.004047
2.685435	0.003496
2.718948	0.004746
2.768778	0.004582
2.864296	0.003939
2.931790	0.004270
2.979700	0.004824
3.041013	0.004335
