0.000222	9.556505e-7
0.000279	7.471918e-7
0.000346	6.027558e-7
0.000524	3.848258e-7
0.000738	2.742614e-7
0.001120	1.748034e-7
0.001733	1.113681e-7
0.002650	7.238408e-8
0.004115	4.681600e-8
0.006402	3.051949e-8
0.009899	1.981483e-8
0.015388	1.267566e-8
0.024016	8.303936e-9
0.037476	5.472643e-9
0.059415	3.619303e-9
0.093356	2.351435e-9
0.144546	1.556356e-9
0.228335	1.019424e-9
0.362498	6.810074e-10
0.576631	4.586977e-10
0.929880	3.044168e-10
1.466875	2.041963e-10
2.324849	1.340807e-10
2.938046	1.103059e-10
3.785620	9.452258e-11
5.157369	9.240849e-11
6.358899	1.127912e-10
7.050282	1.520708e-10
7.572543	2.055365e-10
7.840111	2.861086e-10
7.798300	3.828642e-10
7.884746	5.255522e-10
7.837758	7.137116e-10
7.801586	1.338444e-9
7.829282	2.471365e-9
7.845061	4.697838e-9
7.798300	8.753070e-9
7.842464	1.632098e-8
7.800651	3.046208e-8
7.800651	5.673819e-8
7.929399	1.058950e-7
7.945381	2.006457e-7
7.945381	3.689980e-7
7.950633	5.035717e-7
7.950633	6.944735e-7
7.932025	9.966421e-7
