1.171099e-5	2.556706e-10
1.497831e-5	2.556706e-10
1.915720e-5	2.597423e-10
2.450198e-5	2.638786e-10
3.133794e-5	2.680810e-10
4.008110e-5	2.723503e-10
5.126356e-5	2.723503e-10
6.556590e-5	2.766876e-10
8.385853e-5	2.810939e-10
0.000107	2.833233e-10
0.000137	2.855703e-10
0.000175	2.901181e-10
0.000224	2.901181e-10
0.000287	2.947387e-10
0.000373	2.994323e-10
0.000477	2.994323e-10
0.000610	3.042009e-10
0.000780	3.042009e-10
0.000998	3.066134e-10
0.001276	3.090454e-10
0.001632	3.090454e-10
0.002087	3.114964e-10
0.002669	3.139671e-10
0.003414	3.139671e-10
0.004367	3.139671e-10
0.005585	3.139671e-10
0.007143	3.139671e-10
0.009136	3.139671e-10
0.011685	3.139671e-10
0.014944	3.139671e-10
0.019114	3.139671e-10
0.024447	3.139671e-10
0.031267	3.139671e-10
0.039990	3.114964e-10
0.051148	3.090454e-10
0.065418	3.090454e-10
0.083669	3.066134e-10
0.107012	3.042009e-10
0.136868	3.042009e-10
0.175054	3.042009e-10
0.223893	2.994323e-10
0.286359	2.994323e-10
0.366252	2.947387e-10
0.468435	2.947387e-10
0.599126	2.901181e-10
0.766280	2.901181e-10
0.995259	2.855703e-10
1.272931	2.766876e-10
1.628075	2.680810e-10
2.114574	2.878354e-10
2.543167	3.424712e-10
2.876135	3.648134e-10
3.622425	3.266166e-10
4.633064	3.189671e-10
5.835236	3.534660e-10
6.498507	3.948025e-10
7.696377	4.848227e-10
8.975925	6.048507e-10
9.768229	7.788193e-10
10.229480	1.002825e-9
10.712523	1.291260e-9
11.218363	1.662657e-9
11.568805	2.140873e-9
11.930180	2.756636e-9
12.302842	3.549506e-9
12.883792	4.570428e-9
13.286242	5.884985e-9
13.701282	7.577637e-9
14.129268	9.757134e-9
14.570623	1.256352e-8
15.025784	1.617706e-8
15.495144	2.082994e-8
16.102526	2.682108e-8
16.733713	3.453545e-8
17.256424	4.446861e-8
17.659155	5.771297e-8
18.210773	7.549595e-8
18.779623	9.875847e-8
19.217903	1.281721e-7
19.818213	1.650373e-7
20.437298	2.125057e-7
21.075697	2.736274e-7
21.734039	3.579397e-7
22.412971	4.608907e-7
23.113085	6.029047e-7
23.835068	7.763142e-7
